chi5_zero_height,zero_index,ordinate,theoretical_real,theoretical_imag,estimated_real,estimated_imag,amplitude_ratio,phase_error
143.0,45,86.80999667933878,-1.750938166435294e-08,-1.6176080573875579e-09,-1.6340606575687081e-07,2.1736984969738512e-07,15.465226750952528,-1.0183049303922298
143.0,46,88.28177659970984,-1.6373689792519348e-08,-1.4873455794737285e-09,-1.8095521542448295e-07,-2.3619122234875066e-07,18.097429868059386,0.826457346481436
143.0,47,90.37657318212817,-1.491131453206076e-08,-1.3229652559672027e-09,4.838744462175862e-07,1.1805745700979603e-06,85.2303144964951,-2.0482672498915795
143.0,48,90.715525933147,-1.4690270344224276e-08,-1.2984615253557778e-09,9.919944953991372e-07,1.1364963177486146e-06,102.29057373172157,-2.37656927655095
143.0,49,92.4502432537744,-1.3620952780957156e-08,-1.1812544568505676e-09,8.897424492555832e-07,1.96036108778771e-07,66.63820618451409,-3.0112354085776833
143.0,50,93.39442393782804,-1.307974878521642e-08,-1.1228022328055124e-09,9.300579444528532e-07,9.073147379004657e-07,98.9741623017654,-2.454204838274567
143.0,51,95.9700016460377,-1.1734195390518395e-08,-9.801511622223838e-10,-5.011563607518888e-07,1.0010500645632258e-06,95.07301692551452,-1.1899803282388535
143.0,52,97.33158825289809,-1.1092662421419245e-08,-9.135505990843958e-10,5.498617504181903e-07,-1.1988653036541412e-06,118.50162388378891,1.9186509136458458
143.0,53,98.22745786990109,-1.0694360462869898e-08,-8.726837477899448e-10,9.53587383558133e-07,-8.278088821181033e-08,89.2061474623418,2.973577942259726
143.0,54,99.83805080753655,-1.0022205949844697e-08,-8.045909235452318e-10,4.2784518766017623e-07,4.2720390417873294e-07,60.1336860500724,-2.4370535009643106
143.0,55,101.18771709691859,-9.499168756429908e-09,-7.523917179348207e-10,-3.7678762922404726e-07,-3.6137273643576016e-07,54.788165400565816,0.6854773037442152
